VariationID	Tx_id
550784	NM_017739.4
550796	NM_000018.4
550817	NM_001079866.2
550866	NM_001130987.2
550873	NM_206933.4
550882	NM_015346.4
550885	NM_000030.3
550888	NM_004646.4
550892	NM_000396.4
550906	NM_031885.5
550909	NM_001164508.2
550917	NM_017739.4
550920	NM_000303.3
550937	NM_001378454.1
550943	NM_000260.4
550947	NM_206933.4
550957	NM_001164508.2
550966	NM_153676.4
550974	NM_000383.4
550979	NM_000137.4
550981	NM_000271.5
550985	NM_052845.4
550992	NM_000426.4
550995	NM_000053.4
550998	NM_000349.3
550999	NM_000492.4
5510	NM_004239.4
551010	NM_001384140.1
551017	NM_000153.4
551018	NM_000271.5
55103	NM_007294.4
551031	NM_000016.6
551032	NM_153717.3
551042	NM_000497.4
551045	NM_000091.5
551049	NM_147127.5
551050	NM_000426.4
551052	NM_000337.6
551054	NM_000137.4
551055	NM_001876.4
551062	NM_000092.5
551068	NM_000082.4
551092	NM_000642.3
551093	NM_000051.4
551106	NM_000152.5
551126	NM_001384140.1
551129	NM_003060.4
551145	NM_000287.4
551157	NM_001164508.2
551158	NM_000155.4
551163	NM_152564.5
551172	NM_000414.4
551174	NM_000049.4
551193	NM_000152.5
551200	NM_152564.5
551206	NM_000352.6
551216	NM_000303.3
551217	NM_000303.3
551226	NM_015346.4
551232	NM_017739.4
551233	NM_001365088.1
551247	NM_000170.3
551259	NM_003640.5
551267	NM_000391.4
55128	NM_007294.4
551280	NM_000135.4
551296	NM_000030.3
551299	NM_000396.4
551305	NM_133259.4
551313	NM_000228.3
551317	NM_000053.4
551324	NM_153717.3
551328	NM_001378454.1
551339	NM_012203.2
551355	NM_001876.4
551358	NM_054012.4
551369	NM_001164277.2
551371	NM_001164508.2
551374	NM_000124.4
551375	NM_138694.4
551379	NM_024649.5
551384	NM_138694.4
551385	NM_000030.3
551392	NM_153676.4
551396	NM_000228.3
551399	NM_014363.6
551416	NM_000396.4
551418	NM_000228.3
551420	NM_133259.4
551421	NM_138694.4
551426	NM_006019.4
551439	NM_024649.5
551449	NM_001378454.1
551461	NM_152564.5
551467	NM_000352.6
551468	NM_183050.4
551478	NM_000352.6
551479	NM_000352.6
551480	NM_000492.4
551487	NM_006019.4
551488	NM_001040716.2
551491	NM_015346.4
551495	NM_017882.3
551509	NM_206933.4
551510	NM_004628.5
551511	NM_000317.3
551514	NM_000016.6
551520	NM_153676.4
551531	NM_000051.4
551541	NM_000414.4
551542	NM_198129.4
551543	NM_005562.3
551545	NM_000271.5
551549	NM_000082.4
551554	NM_133259.4
551566	NM_000466.3
551579	NM_138413.4
551594	NM_000082.4
551605	NM_000051.4
551611	NM_000426.4
551617	NM_000260.4
551625	NM_000383.4
551658	NM_000277.3
551671	NM_001370658.1
551676	NM_153676.4
551698	NM_000352.6
551704	NM_001384140.1
551706	NM_001384140.1
551708	NM_002485.5
551728	NM_000426.4
551730	NM_000784.4
551739	NM_000481.4
551742	NM_001164508.2
551748	NM_000383.4
551749	NM_001164277.2
551751	NM_000426.4
551754	NM_001918.5
551760	NM_000784.4
551769	NM_001079802.2
55177	NM_007294.4
55178	NM_007294.4
551781	NM_032520.5
551784	NM_015346.4
551788	NM_000136.3
551792	NM_153717.3
551793	NM_138694.4
551797	NM_012434.5
55180	NM_007294.4
551801	NM_001365088.1
551802	NM_001130987.2
551807	NM_001164508.2
551810	NM_000128.4
551812	NM_001164508.2
551813	NM_000124.4
551814	NM_153676.4
551818	NM_152564.5
551820	NM_000057.4
551827	NM_000543.5
551853	NM_000137.4
551856	NM_000492.4
551858	NM_000051.4
551867	NM_001130987.2
551868	NM_001283009.2
551884	NM_001164508.2
551892	NM_000053.4
551894	NM_001875.5
551899	NM_001164508.2
551902	NM_001164508.2
551905	NM_001164508.2
551908	NM_001164508.2
551909	NM_000287.4
551913	NM_206933.4
551944	NM_000022.4
551947	NM_001378454.1
55195	NM_007294.4
551953	NM_001164508.2
55196	NM_007294.4
551966	NM_000203.5
551972	NM_198129.4
551975	NM_000135.4
551987	NM_133259.4
551994	NM_005562.3
551995	NM_001164508.2
551996	NM_138694.4
551999	NM_000352.6
552001	NM_001164508.2
552006	NM_000310.4
552010	NM_198129.4
552015	NM_153717.3
552016	NM_000380.4
552018	NM_001164508.2
552019	NM_001164508.2
552023	NM_001130987.2
552027	NM_001164508.2
552028	NM_001164508.2
552030	NM_001164508.2
552031	NM_001164508.2
552032	NM_001164508.2
552035	NM_001164508.2
552039	NM_001164508.2
552040	NM_001164508.2
552043	NM_001164508.2
552047	NM_001164508.2
552048	NM_001164508.2
552053	NM_001164508.2
552055	NM_001164508.2
552059	NM_001164508.2
552061	NM_001164508.2
552063	NM_001164508.2
552065	NM_001164508.2
552066	NM_001164508.2
552069	NM_001164508.2
552070	NM_001164508.2
552085	NM_000271.5
552111	NM_000642.3
552122	NM_000018.4
552127	NM_000282.4
552128	NM_002225.5
55213	NM_007294.4
552132	NM_001875.5
552136	NM_031885.5
55214	NM_007294.4
552142	NM_005609.4
552145	NM_000016.6
552155	NM_133259.4
552156	NM_012434.5
552164	NM_000352.6
552169	NM_152564.5
552171	NM_152564.5
552174	NM_198129.4
552178	NM_000282.4
552186	NM_000057.4
552194	NM_003640.5
552199	NM_000532.5
552214	NM_000017.4
552226	NM_000352.6
552231	NM_031885.5
552242	NM_003640.5
552244	NM_003640.5
552245	NM_012203.2
552247	NM_000352.6
552252	NM_138694.4
552259	NM_147127.5
552263	NM_001079802.2
552270	NM_003640.5
552272	NM_133259.4
552274	NM_003640.5
552276	NM_003640.5
552277	NM_003640.5
552281	NM_001164508.2
552286	NM_152419.3
552294	NM_032520.5
552298	NM_003640.5
552303	NM_000359.3
552310	NM_152564.5
552311	NM_000784.4
552340	NM_001164508.2
552342	NM_017739.4
552348	NM_001201543.2
552365	NM_000082.4
552373	NM_000051.4
552384	NM_000353.3
552389	NM_198129.4
552397	NM_032520.5
552401	NM_000391.4
552402	NM_000182.5
552405	NM_017739.4
552420	NM_001283009.2
552422	NM_000260.4
552436	NM_004628.5
552445	NM_000414.4
552447	NM_206933.4
552448	NM_025136.4
552449	NM_000353.3
552457	NM_000295.5
552461	NM_000232.5
552469	NM_000528.4
552475	NM_000110.4
552484	NM_000497.4
552486	NM_001384140.1
552504	NM_012434.5
552522	NM_001875.5
552523	NM_001042432.2
552524	NM_004937.3
552551	NM_000352.6
552553	NM_000016.6
55256	NM_007294.4
552562	NM_000360.4
552567	NM_002485.5
552574	NM_000282.4
552575	NM_024649.5
552579	NM_000053.4
552580	NM_002225.5
552597	NM_001164508.2
552603	NM_000352.6
552609	NM_138694.4
552629	NM_000426.4
552631	NM_001164508.2
552636	NM_000070.3
552643	NM_000271.5
552646	NM_152419.3
552652	NM_000352.6
552663	NM_000543.5
552664	NM_000108.5
552684	NM_003640.5
552691	NM_000255.4
552703	NM_000135.4
552704	NM_000049.4
552705	NM_003640.5
552712	NM_000518.5
552716	NM_001378454.1
552717	NM_000057.4
552729	NM_000057.4
552730	NM_153676.4
552759	NM_000441.2
552760	NM_152564.5
552763	NM_015346.4
552765	NM_000048.4
552767	NM_001164508.2
552772	NM_000263.4
552775	NM_001378454.1
552779	NM_000352.6
552783	NM_003640.5
552789	NM_014625.4
552793	NM_005562.3
552801	NM_000071.3
552823	NM_000203.5
552843	NM_000070.3
552852	NM_001164508.2
552853	NM_014363.6
552869	NM_001164508.2
552877	NM_024312.5
552880	NM_000466.3
552884	NM_014625.4
552888	NM_000128.4
552914	NM_001378454.1
552918	NM_152564.5
552936	NM_000466.3
552952	NM_018941.4
552953	NM_000136.3
552956	NM_000053.4
552957	NM_001164277.2
552958	NM_000492.4
552959	NM_014625.4
552962	NM_000159.4
552963	NM_000051.4
552964	NM_001079802.2
552967	NM_000027.4
552968	NM_000310.4
552970	NM_000426.4
552971	NM_000112.4
552974	NM_001875.5
552983	NM_004646.4
552986	NM_000414.4
552990	NM_001384140.1
552992	NM_000426.4
552993	NM_198129.4
553006	NM_017739.4
553007	NM_002617.4
553019	NM_000277.3
553024	NM_001142800.2
553028	NM_004646.4
553031	NM_000466.3
553041	NM_003640.5
553058	NM_001164277.2
553060	NM_152564.5
553065	NM_001164508.2
553067	NM_001876.4
553071	NM_031885.5
553076	NM_198129.4
553077	NM_147127.5
553082	NM_000492.4
553091	NM_000108.5
553104	NM_000023.4
553125	NM_000404.4
553126	NM_000521.4
553128	NM_000360.4
553131	NM_000203.5
553136	NM_000228.3
553137	NM_001378454.1
553139	NM_019098.5
553142	NM_000492.4
553146	NM_153676.4
553149	NM_000487.6
553158	NM_000151.4
553159	NM_000135.4
553166	NM_000049.4
553168	NM_014625.4
553174	NM_001164508.2
553177	NM_000414.4
553179	NM_000532.5
553185	NM_015346.4
553199	NM_001164508.2
553210	NM_000091.5
553216	NM_001384140.1
553221	NM_002529.4
553223	NM_000353.3
553233	NM_000016.6
553237	NM_000091.5
553239	NM_000135.4
553255	NM_000380.4
553259	NM_000091.5
553264	NM_000082.4
553277	NM_000082.4
553291	NM_001164277.2
553292	NM_000051.4
553293	NM_000466.3
553297	NM_001875.5
553298	NM_000288.4
553305	NM_000426.4
553321	NM_002617.4
553322	NM_000228.3
553325	NM_024649.5
553329	NM_000057.4
553331	NM_198129.4
553332	NM_206933.4
553347	NM_017739.4
553352	NM_001079802.2
553365	NM_000159.4
553366	NM_000271.5
553378	NM_000317.3
553387	NM_012434.5
553389	NM_000528.4
553398	NM_015346.4
55340	NM_007294.4
553402	NM_000051.4
55341	NM_007294.4
553410	NM_001164508.2
553412	NM_206933.4
55342	NM_007294.4
553421	NM_206933.4
553422	NM_000282.4
553433	NM_000784.4
55344	NM_007294.4
553446	NM_000441.2
55345	NM_007294.4
553451	NM_198129.4
553457	NM_147127.5
553461	NM_153717.3
55347	NM_007294.4
553491	NM_000048.4
553492	NM_153676.4
553493	NM_001164508.2
553507	NM_005609.4
553508	NM_000359.3
553514	NM_001875.5
553526	NM_000426.4
553536	NM_183050.4
553538	NM_152564.5
553539	NM_138694.4
553540	NM_000048.4
553542	NM_024649.5
553546	NM_014625.4
553556	NM_013339.4
553576	NM_015346.4
553577	NM_006261.5
553578	NM_000487.6
553581	NM_001164508.2
553582	NM_006019.4
553588	NM_002485.5
553597	NM_012434.5
553612	NM_000303.3
553617	NM_000136.3
553618	NM_153676.4
553619	NM_000232.5
553630	NM_000528.4
553634	NM_000317.3
553637	NM_002485.5
553645	NM_138694.4
553647	NM_001164508.2
553673	NM_000404.4
553679	NM_005562.3
553682	NM_000277.3
553701	NM_206933.4
553704	NM_001164508.2
553709	NM_000053.4
553711	NM_000092.5
553712	NM_000124.4
553719	NM_001130987.2
553724	NM_001283009.2
553732	NM_000035.4
553734	NM_206933.4
553735	NM_001876.4
553736	NM_000135.4
553742	NM_000228.3
553747	NM_153717.3
553748	NM_206933.4
553749	NM_000532.5
55375	NM_007294.4
553754	NM_000070.3
553756	NM_000478.6
553766	NM_000018.4
553769	NM_153676.4
55377	NM_007294.4
553770	NM_000303.3
553777	NM_000057.4
55378	NM_007294.4
553787	NM_000352.6
55379	NM_007294.4
553795	NM_206933.4
553796	NM_002485.5
553797	NM_001352514.2
553804	NM_000271.5
55381	NM_007294.4
553813	NM_003640.5
553814	NM_032520.5
553815	NM_000124.4
553818	NM_000199.5
55382	NM_007294.4
553830	NM_000709.4
553831	NM_000441.2
553840	NM_000135.4
553841	NM_000414.4
553842	NM_017777.4
553850	NM_006019.4
553853	NM_000057.4
553874	NM_000152.5
553876	NM_000135.4
553878	NM_000231.3
553886	NM_000352.6
553887	NM_000053.4
553911	NM_000359.3
553922	NM_147127.5
553927	NM_031885.5
553929	NM_000352.6
553942	NM_000287.4
553947	NM_000231.3
553963	NM_017882.3
553967	NM_013339.4
553968	NM_000360.4
553976	NM_003640.5
553999	NM_000359.3
554000	NM_152564.5
554015	NM_000092.5
554018	NM_006019.4
554026	NM_020533.3
554028	NM_000203.5
554034	NM_000492.4
554048	NM_000426.4
554052	NM_012203.2
554058	NM_000135.4
554066	NM_000784.4
554095	NM_000642.3
554098	NM_032520.5
554102	NM_001164508.2
554114	NM_153676.4
554125	NM_000260.4
554136	NM_000135.4
554143	NM_005562.3
554147	NM_001164508.2
554153	NM_001164508.2
554163	NM_000051.4
554166	NM_000642.3
554167	NM_000137.4
554188	NM_153676.4
554189	NM_000092.5
554194	NM_000492.4
554196	NM_000492.4
554203	NM_152564.5
554219	NM_152564.5
554221	NM_153717.3
554222	NM_138694.4
554223	NM_000092.5
554228	NM_153717.3
55423	NM_007294.4
554234	NM_000359.3
554235	NM_024312.5
554255	NM_000235.4
554260	NM_000092.5
554263	NM_002435.3
554267	NM_000092.5
55427	NM_007294.4
554275	NM_001164508.2
554285	NM_206933.4
554288	NM_001164508.2
55429	NM_007294.4
554294	NM_206933.4
554296	NM_000110.4
55430	NM_007294.4
554302	NM_147127.5
554305	NM_000282.4
554318	NM_000182.5
554326	NM_001164508.2
554333	NM_001164508.2
554334	NM_153676.4
554340	NM_015346.4
554341	NM_000070.3
554342	NM_002617.4
554364	NM_000271.5
554368	NM_000426.4
554369	NM_000232.5
554371	NM_001283009.2
554389	NM_152419.3
554398	NM_000016.6
554431	NM_000182.5
554437	NM_005609.4
554438	NM_000170.3
554440	NM_000082.4
554443	NM_004646.4
554449	NM_206933.4
554456	NM_006019.4
554467	NM_000135.4
554469	NM_206933.4
554470	NM_000124.4
554472	NM_000135.4
554479	NM_000382.3
55448	NM_007294.4
554480	NM_000260.4
554482	NM_000466.3
554483	NM_000071.3
554484	NM_153717.3
55451	NM_007294.4
55452	NM_007294.4
554521	NM_000642.3
554535	NM_001352514.2
554536	NM_001365088.1
554541	NM_198129.4
554552	NM_015346.4
554558	NM_147127.5
554559	NM_000071.3
554566	NM_000426.4
554569	NM_000228.3
554578	NM_000057.4
554579	NM_000317.3
554580	NM_147127.5
554585	NM_000426.4
554606	NM_000271.5
554614	NM_000071.3
554626	NM_147127.5
554629	NM_006493.4
554633	NM_000414.4
554634	NM_138694.4
554654	NM_206933.4
554705	NM_001164508.2
554708	NM_001378454.1
554710	NM_000091.5
554711	NM_000135.4
554714	NM_000528.4
554721	NM_206933.4
554728	NM_000404.4
554732	NM_005562.3
554737	NM_000154.2
554739	NM_005562.3
554741	NM_001130987.2
554742	NM_000532.5
554745	NM_001378454.1
554760	NM_138413.4
554764	NM_000135.4
554770	NM_000352.6
554787	NM_000153.4
554789	NM_000282.4
554791	NM_001384474.1
554797	NM_054012.4
554799	NM_000492.4
554803	NM_000124.4
554805	NM_000092.5
554813	NM_152564.5
554822	NM_001378454.1
554833	NM_001130987.2
554843	NM_000382.3
554844	NM_153717.3
554852	NM_000136.3
554868	NM_000199.5
554875	NM_000492.4
554879	NM_017739.4
554889	NM_004628.5
554895	NM_000152.5
554946	NM_000124.4
554978	NM_001130987.2
554983	NM_000152.5
554984	NM_000231.3
554985	NM_152564.5
554997	NM_000092.5
554999	NM_000235.4
555	NM_000140.5
55500	NM_007294.4
555007	NM_002617.4
55501	NM_007294.4
55502	NM_007294.4
55503	NM_007294.4
555046	NM_006019.4
555060	NM_138694.4
555063	NM_001875.5
555067	NM_000092.5
555072	NM_054012.4
555077	NM_000092.5
555092	NM_001384140.1
555096	NM_152419.3
555109	NM_000391.4
555110	NM_000128.4
555122	NM_001384140.1
555127	NM_000520.6
555141	NM_206933.4
555156	NM_000784.4
555158	NM_006019.4
555159	NM_000380.4
555162	NM_147127.5
555165	NM_138694.4
555166	NM_000135.4
555169	NM_000203.5
555178	NM_000154.2
555179	NM_001876.4
555196	NM_000022.4
555212	NM_000277.3
555213	NM_001130987.2
555218	NM_000091.5
555219	NM_015346.4
555221	NM_000124.4
555229	NM_000027.4
555254	NM_000260.4
555266	NM_012203.2
55527	NM_007294.4
555271	NM_000642.3
555274	NM_000136.3
55528	NM_007294.4
555282	NM_020533.3
555287	NM_000352.6
555288	NM_000360.4
555294	NM_005562.3
555298	NM_000288.4
555302	NM_000091.5
555304	NM_000017.4
555306	NM_000286.3
555320	NM_000231.3
555327	NM_001692.4
55533	NM_007294.4
555331	NM_172250.3
555333	NM_004628.5
55534	NM_007294.4
555344	NM_000070.3
555348	NM_152564.5
555349	NM_000018.4
55535	NM_007294.4
555350	NM_000018.4
555352	NM_000228.3
555354	NM_000135.4
55536	NM_007294.4
55537	NM_007294.4
555372	NM_001384140.1
555402	NM_000170.3
555408	NM_000170.3
555413	NM_000135.4
555419	NM_001378454.1
555425	NM_000532.5
555430	NM_017882.3
555431	NM_001130987.2
555439	NM_000349.3
555441	NM_000426.4
555445	NM_014625.4
555455	NM_000382.3
555462	NM_000231.3
555463	NM_000135.4
555472	NM_153676.4
555473	NM_138694.4
555474	NM_031885.5
555484	NM_000492.4
555490	NM_000203.5
555492	NM_000271.5
555518	NM_000352.6
555520	NM_152564.5
555521	NM_001378454.1
555522	NM_206933.4
555526	NM_000091.5
555531	NM_005562.3
555535	NM_015346.4
555537	NM_015346.4
555547	NM_000092.5
555566	NM_020533.3
555572	NM_000135.4
555575	NM_001283009.2
555583	NM_004628.5
555595	NM_152564.5
555597	NM_000135.4
555599	NM_000070.3
555600	NM_001876.4
555602	NM_000016.6
555604	NM_206933.4
55561	NM_007294.4
55562	NM_007294.4
555624	NM_138694.4
55563	NM_007294.4
55564	NM_007294.4
555642	NM_198129.4
555644	NM_000018.4
55565	NM_007294.4
555653	NM_000124.4
55566	NM_007294.4
55567	NM_007294.4
555682	NM_000528.4
555686	NM_001384140.1
555690	NM_000426.4
555692	NM_138694.4
555710	NM_000191.3
555722	NM_000022.4
555731	NM_000642.3
555733	NM_000784.4
555734	NM_012434.5
555743	NM_000170.3
555753	NM_138694.4
555764	NM_001365088.1
555778	NM_000260.4
555780	NM_001164508.2
555783	NM_001130987.2
555785	NM_000045.4
555787	NM_000255.4
555790	NM_000203.5
555806	NM_000528.4
555808	NM_000260.4
555853	NM_032520.5
555860	NM_000135.4
555861	NM_015346.4
555864	NM_000152.5
555866	NM_147127.5
555876	NM_000092.5
555879	NM_032520.5
55589	NM_007294.4
555892	NM_001875.5
55590	NM_007294.4
555914	NM_138694.4
555932	NM_001164508.2
555944	NM_001918.5
555949	NM_000642.3
555957	NM_000091.5
555972	NM_000260.4
555985	NM_054012.4
555986	NM_000152.5
555991	NM_032520.5
556006	NM_000352.6
556011	NM_153676.4
556013	NM_152564.5
556018	NM_147127.5
556030	NM_206933.4
556034	NM_000426.4
556035	NM_001164508.2
556036	NM_138694.4
556046	NM_000135.4
556048	NM_001876.4
556061	NM_000487.6
556064	NM_000203.5
556066	NM_000426.4
556082	NM_138694.4
556094	NM_000287.4
556109	NM_001384140.1
556111	NM_000135.4
556118	NM_152419.3
556121	NM_000051.4
556122	NM_133259.4
556131	NM_000187.4
556163	NM_138413.4
556164	NM_000532.5
556169	NM_002435.3
556194	NM_206933.4
556197	NM_000108.5
556200	NM_206933.4
556210	NM_000352.6
556212	NM_000260.4
556214	NM_206933.4
556235	NM_001130987.2
556238	NM_000018.4
556264	NM_000317.3
556268	NM_000128.4
556269	NM_133259.4
556271	NM_000035.4
556272	NM_000383.4
556274	NM_000191.3
556275	NM_147127.5
556276	NM_000521.4
556283	NM_000108.5
556286	NM_000404.4
556302	NM_000051.4
556303	NM_000228.3
556305	NM_000441.2
556312	NM_017777.4
556323	NM_000520.6
556336	NM_001875.5
556337	NM_000228.3
556340	NM_000124.4
556348	NM_000520.6
556354	NM_138694.4
556364	NM_000532.5
556382	NM_138694.4
556385	NM_001283009.2
556414	NM_198129.4
556424	NM_000528.4
556436	NM_152564.5
556440	NM_003640.5
556441	NM_004646.4
556442	NM_183050.4
556447	NM_000135.4
556448	NM_000153.4
556454	NM_000426.4
556459	NM_001130987.2
556462	NM_000051.4
556465	NM_000135.4
556467	NM_005562.3
556475	NM_000426.4
556501	NM_152419.3
556504	NM_000203.5
556522	NM_001378454.1
556523	NM_153717.3
556524	NM_183050.4
556527	NM_000203.5
556529	NM_152564.5
556536	NM_153717.3
556551	NM_001365088.1
556555	NM_000492.4
556560	NM_001042432.2
556562	NM_206933.4
556578	NM_024685.4
556588	NM_000203.5
556593	NM_147127.5
556594	NM_001378454.1
556614	NM_017777.4
556618	NM_183050.4
55662	NM_007294.4
55663	NM_007294.4
556631	NM_015346.4
556639	NM_001130987.2
556642	NM_147127.5
556644	NM_000159.4
556645	NM_001875.5
556664	NM_000528.4
556666	NM_001040716.2
556680	NM_206933.4
556684	NM_000091.5
556689	NM_000352.6
556698	NM_015506.3
556700	NM_001876.4
556701	NM_000136.3
556714	NM_001875.5
556719	NM_138694.4
556721	NM_000051.4
556725	NM_206933.4
556726	NM_206933.4
556731	NM_000124.4
556737	NM_031885.5
556741	NM_001164508.2
556761	NM_000071.3
556764	NM_000070.3
556780	NM_152419.3
556796	NM_001164508.2
556798	NM_012434.5
556802	NM_153676.4
556809	NM_001164508.2
556814	NM_153717.3
556821	NM_000642.3
556823	NM_004937.3
556841	NM_001164508.2
556842	NM_206933.4
556846	NM_138694.4
556849	NM_000135.4
556858	NM_000426.4
556861	NM_001164508.2
556863	NM_024312.5
556868	NM_001164508.2
556869	NM_000092.5
556885	NM_183050.4
556891	NM_000051.4
556894	NM_000277.3
556899	NM_015506.3
556901	NM_000352.6
556902	NM_003640.5
556907	NM_017777.4
556918	NM_206933.4
556927	NM_000380.4
556929	NM_138694.4
556932	NM_015346.4
556944	NM_024312.5
556952	NM_000071.3
556962	NM_005562.3
556968	NM_000255.4
556972	NM_000532.5
556973	NM_152564.5
556978	NM_019098.5
556987	NM_024312.5
556995	NM_000092.5
556999	NM_000360.4
557010	NM_000303.3
557014	NM_000091.5
557017	NM_000137.4
557018	NM_017739.4
557020	NM_002617.4
557025	NM_000317.3
557027	NM_000441.2
557030	NM_000532.5
557031	NM_000360.4
557039	NM_000466.3
557041	NM_000255.4
557046	NM_001130987.2
557054	NM_000271.5
557062	NM_031885.5
557064	NM_000053.4
557067	NM_000235.4
557075	NM_000057.4
557079	NM_000383.4
557089	NM_000091.5
557092	NM_000135.4
557095	NM_005562.3
557099	NM_003640.5
55710	NM_007294.4
557100	NM_000135.4
557102	NM_001164508.2
557106	NM_198129.4
557116	NM_000053.4
557119	NM_000170.3
557127	NM_001378454.1
557129	NM_001079866.2
557144	NM_152564.5
55715	NM_007294.4
55716	NM_007294.4
557163	NM_000426.4
557165	NM_152419.3
557183	NM_001378454.1
557184	NM_000521.4
557188	NM_000352.6
55719	NM_007294.4
557200	NM_000310.4
557204	NM_004937.3
557215	NM_015346.4
557217	NM_153676.4
557218	NM_001378454.1
557226	NM_000404.4
557240	NM_032520.5
557250	NM_015346.4
557251	NM_000383.4
557254	NM_031885.5
557263	NM_000136.3
557286	NM_147127.5
557287	NM_000260.4
557305	NM_001360.3
557309	NM_000135.4
557313	NM_001164508.2
557326	NM_133259.4
557330	NM_000466.3
557332	NM_000203.5
557343	NM_000466.3
557350	NM_000528.4
557354	NM_000135.4
557365	NM_000277.3
557379	NM_000532.5
557384	NM_000091.5
557386	NM_001164508.2
557392	NM_001164508.2
557394	NM_000497.4
557406	NM_001164508.2
557410	NM_000380.4
557412	NM_000382.3
557415	NM_000282.4
557422	NM_001360.3
557426	NM_000426.4
557428	NM_024649.5
557429	NM_000152.5
557448	NM_000492.4
557469	NM_005562.3
557472	NM_000203.5
557473	NM_000155.4
557474	NM_012434.5
557485	NM_002225.5
557489	NM_001378454.1
557493	NM_206933.4
557497	NM_001384140.1
557499	NM_133259.4
557504	NM_000135.4
557525	NM_206933.4
557534	NM_000071.3
557548	NM_006019.4
557567	NM_000045.4
557568	NM_000155.4
557580	NM_004628.5
557587	NM_000260.4
557596	NM_001875.5
557600	NM_000271.5
557620	NM_000414.4
557653	NM_000532.5
557657	NM_000260.4
557659	NM_000784.4
557660	NM_000108.5
557662	NM_001048174.2
557666	NM_000128.4
557669	NM_000404.4
557677	NM_000497.4
557688	NM_000349.3
557690	NM_000642.3
557711	NM_000271.5
557714	NM_138694.4
557716	NM_152564.5
557744	NM_000203.5
557752	NM_014625.4
557775	NM_003640.5
557785	NM_000170.3
557788	NM_153717.3
557791	NM_004937.3
557792	NM_004646.4
557799	NM_000091.5
557800	NM_000642.3
557807	NM_001164508.2
557808	NM_000260.4
557820	NM_001365088.1
557825	NM_000287.4
557826	NM_000135.4
557836	NM_001386140.1
557840	NM_001875.5
557848	NM_000070.3
557853	NM_000349.3
557869	NM_138694.4
557873	NM_000260.4
557874	NM_001384140.1
557875	NM_000091.5
557878	NM_006019.4
557880	NM_153676.4
557898	NM_001164508.2
557914	NM_001875.5
557915	NM_000528.4
557916	NM_004937.3
557923	NM_206933.4
557924	NM_206933.4
557933	NM_000426.4
557940	NM_000235.4
557942	NM_000203.5
557944	NM_000070.3
557945	NM_001130987.2
557946	NM_001384140.1
557948	NM_198129.4
55795	NM_005188.4
557955	NM_000082.4
557958	NM_000053.4
55796	NM_005188.4
557971	NM_147127.5
557972	NM_153717.3
557974	NM_138694.4
557987	NM_000170.3
557994	NM_000135.4
557996	NM_001378454.1
558000	NM_000260.4
558006	NM_000260.4
558009	NM_001876.4
558015	NM_001283009.2
558028	NM_000487.6
558029	NM_153676.4
558033	NM_000035.4
558051	NM_000124.4
558053	NM_017739.4
558054	NM_000382.3
558058	NM_001384140.1
558064	NM_001378454.1
558066	NM_000383.4
558079	NM_000203.5
558093	NM_015346.4
558095	NM_015346.4
558098	NM_000255.4
558099	NM_001164508.2
558100	NM_000528.4
558117	NM_002225.5
558129	NM_000182.5
558143	NM_000203.5
558145	NM_054012.4
558148	NM_000053.4
558161	NM_001079802.2
558172	NM_172250.3
558173	NM_000380.4
558177	NM_000426.4
558179	NM_004628.5
558180	NM_000282.4
558183	NM_000391.4
558184	NM_000135.4
558196	NM_000532.5
558197	NM_000337.6
558210	NM_000349.3
558214	NM_000082.4
558218	NM_001173990.3
558219	NM_000137.4
558221	NM_013339.4
558223	NM_000152.5
558226	NM_006019.4
558237	NM_000466.3
558243	NM_004628.5
558252	NM_003640.5
558259	NM_001384140.1
558260	NM_000414.4
558261	NM_001384140.1
558277	NM_001164508.2
558282	NM_006019.4
558285	NM_000017.4
558305	NM_001164508.2
558308	NM_000317.3
558319	NM_001360.3
558325	NM_000426.4
558340	NM_000022.4
558343	NM_000228.3
558348	NM_015166.4
558360	NM_000136.3
558369	NM_032520.5
558371	NM_000441.2
558373	NM_001164508.2
558377	NM_000260.4
558381	NM_000310.4
558386	NM_000048.4
558388	NM_000082.4
558396	NM_003640.5
558407	NM_003640.5
558425	NM_015166.4
558433	NM_152419.3
558435	NM_000352.6
558437	NM_001384140.1
558443	NM_031885.5
558444	NM_005562.3
558448	NM_138413.4
558451	NM_001283009.2
558452	NM_000466.3
558455	NM_000260.4
558458	NM_000170.3
558474	NM_001378454.1
558475	NM_000497.4
558495	NM_000070.3
558500	NM_000260.4
558511	NM_001142800.2
558517	NM_001384140.1
558523	NM_001164508.2
558526	NM_000030.3
558530	NM_004646.4
558541	NM_003640.5
558548	NM_006019.4
558552	NM_000426.4
558560	NM_001164508.2
558564	NM_000082.4
558565	NM_206933.4
558570	NM_000170.3
558574	NM_001042432.2
558590	NM_006214.4
558603	NM_024649.5
558607	NM_000137.4
558608	NM_000492.4
558611	NM_001079802.2
558613	NM_000051.4
558624	NM_032520.5
558627	NM_000528.4
558637	NM_147127.5
558643	NM_001378454.1
558650	NM_000359.3
558651	NM_138694.4
558655	NM_001164508.2
558660	NM_000124.4
558662	NM_000053.4
558666	NM_138694.4
558668	NM_000260.4
558669	NM_015346.4
558670	NM_015346.4
558671	NM_152564.5
558685	NM_000016.6
558686	NM_000528.4
558688	NM_000492.4
558699	NM_001164508.2
558713	NM_001164508.2
558724	NM_024649.5
